02.06.2019 07:15:24  OCBS  Locate the NGS Current and Temp Directory  
02.06.2019 07:15:24  OCBS  NGS Directories - Current: \\ccb-nft\NFT_DATA\P10\000000000\ - Temporary: \\CCB-PSTOOL\Apps\PS TOOL DX File Imports\NEWGImport  
02.06.2019 07:15:24  OCBS  Create Temporary Table: OCBSFilesTemp  
02.06.2019 07:15:24  OCBS  Insert OCBS File in Table: OCBSFilesTemp  
02.06.2019 07:15:25  OCBS  Create Temporary Table: OCBS FILES  
02.06.2019 07:15:25  OCBS  Insert in Table: OCBS FILES from Table: OCBSFilesTemp  
02.06.2019 07:15:25  OCBS  Delete from Table: OCBS FILES where FileName < Last NGS Import File: 20190601  
02.06.2019 07:15:25  OCBS  Delete from Table: OCBS FILES where FileName >= Current Date: 20190602  
02.06.2019 07:15:25  OCBS  Determine the next NGS File for Import...Please wait...  
02.06.2019 07:15:25  BAIS INTERFACE  Locate the BAIS Current and Temp Directory  
02.06.2019 07:15:25  BAIS INTERFACE  BAIS Interface Directory - Current: \\ccb-bde\BAIS\ - Temporary: \\CCB-PSTOOL\Apps\PS TOOL DX File Imports\BAIS_Interface_Import  
02.06.2019 07:15:25  BAIS INTERFACE  Create Temporary Table: BAIS_INTERFACE_FILES  
02.06.2019 07:15:25  BAIS INTERFACE  Create Temporary Table: #Temp_BAIS_INTERFACE_FILES  
02.06.2019 07:15:25  BAIS INTERFACE  Insert BAIS Files in Table: #Temp_BAIS_INTERFACE_FILES  
02.06.2019 07:15:25  BAIS INTERFACE  Insert BAIS Files in Table: BAIS_INTERFACE_FILES  
02.06.2019 07:15:25  BAIS INTERFACE  DROP Table: #Temp_BAIS_INTERFACE_FILES  
02.06.2019 07:15:25  BAIS INTERFACE  Update FileNameNumber and FileFullName in BAIS FILES  
02.06.2019 07:15:25  BAIS INTERFACE  Delete from BAIS FILES where FileNameNumber=0  
02.06.2019 07:15:25  BAIS INTERFACE  Delete from Table: BAIS FILES where FileNameNumber < Last BAIS Import File: 20190601  
02.06.2019 07:15:25  BAIS INTERFACE  Determine the next BAIS File for Import...Please wait...  
02.06.2019 07:15:25  BAIS INTERFACE  Execute BAIS_UPDATES_CLIENT_DATA commands in SQL Procedures Parameter/BAIS   
02.06.2019 07:15:25  BAIS INTERFACE  Execute: Update OCBS-BAIS Client Nr. in CUSTOMER_INFO  
02.06.2019 07:15:26  BAIS INTERFACE  Execute: Insert New Master Group in GROUP_MASTER from BAIS KNVKNF  
02.06.2019 07:15:26  BAIS INTERFACE  Execute: Insert New Master Group in GROUP_MASTER from BAIS KNEHMF  
02.06.2019 07:15:26  BAIS INTERFACE  Execute: Insert New Inter Group in GROUP_INTER from BAIS KNVKNF-Field:KNVKNF_KNZNR  
02.06.2019 07:15:26  BAIS INTERFACE  Execute: Insert New Inter Group in GROUP_INTER from BAIS KNVKNF-Field:KNVKNF_KDNRH  
02.06.2019 07:15:26  BAIS INTERFACE  Execute: Insert New Inter Group in GROUP_INTER from BAIS KNEHMF  
02.06.2019 07:15:27  BAIS INTERFACE  Execute: Update GroupMasterName in GROUP_MASTER from BAIS Field:KNEHMF_KURZN  
02.06.2019 07:15:27  BAIS INTERFACE  Execute: Update Id_MasterGroup in GROUP_INTER from BAIS Field:KNVKNR_KNZNR  
02.06.2019 07:15:27  BAIS INTERFACE  Execute: Update Id_MasterGroup in GROUP_INTER from BAIS Field:KNBATF_KDREF  
02.06.2019 07:15:27  BAIS INTERFACE  Execute: Insert New Master Group in GROUP_MASTER from BAIS KNBATF  
02.06.2019 07:15:27  BAIS INTERFACE  Execute: Update GroupMasterName in GROUP_MASTER from BAIS Field:KNEHMF_NAME1  
02.06.2019 07:15:27  BAIS INTERFACE  Execute: Update relevant Group Data in GROUP_MASTER from BAIS KNEHMF  
02.06.2019 07:15:28  BAIS INTERFACE  Execute: Insert New Inter Group in GROUP_INTER from BAIS KNBATF  
02.06.2019 07:15:28  BAIS INTERFACE  Execute: Update Id_MasterGroup in GROUP_INTER from BAIS Field:KNBATF_KDREF  
02.06.2019 07:15:29  BAIS INTERFACE  Execute: Update InterGroupName in GROUP_INTER from BAIS KNEHMF_NAME1  
02.06.2019 07:15:29  BAIS INTERFACE  Execute: Update MasterGroupName in GROUP_INTER from GROUP_MASTER based on Id_Master_Group=GroupMasterId  
02.06.2019 07:15:29  BAIS INTERFACE  Execute: Update relevant Group Data in GROUP_INTER from BAIS KNEHMF  
02.06.2019 07:15:30  BAIS INTERFACE  Execute: Insert New Client in GROUP_CLIENT from CUSTOMER_INFO  
02.06.2019 07:15:30  BAIS INTERFACE  Execute: Update Id_MasterGroup in GROUP_CLIENT from BAIS KNBATF_KDREF,KNBATF_KNZNR and KNBATF_KDNMD  
02.06.2019 07:15:30  BAIS INTERFACE  Execute: Update Id_Master_Group,InterGroupName and MasterGroupName in GROUP_CLIENT  
02.06.2019 07:15:30  BAIS INTERFACE  Execute: Insert New Data in GROUP_CLIENT_DETAILS from BAIS KNBATF  
02.06.2019 07:15:30  BAIS INTERFACE  Execute: Update Data in GROUP_CLIENT and GROUP_CLIENT_DETAILS  
02.06.2019 07:15:30  BAIS INTERFACE  Execute: Delete Non-Valid Data and Duplicates in GROUP_CLIENT and GROUP_CLIENT_DETAILS  
02.06.2019 07:15:31  BAIS INTERFACE  Execute: Update Master Group and Inter Group Data in CUSTOMER_INFO  
02.06.2019 07:15:32  BAIS INTERFACE  Execute: Update Group Status in all Group Tables  
02.06.2019 07:15:33  BAIS INTERFACE  Execute: Update Sectors in CUSTOMER_INFO  
02.06.2019 07:15:33  BAIS INTERFACE  Execute: Update Sector Descriptions in CUSTOMER_INFO  
02.06.2019 07:15:35  BAIS INTERFACE  Execute: Update EU Country in GROUP_MASTER and GROUP_INTER  
02.06.2019 07:15:36  BAIS INTERFACE  Execute: Reset NUTS3 Codes in GROUP_MASTER and GROUP_INTER  
02.06.2019 07:15:36  BAIS INTERFACE  Execute: Update NUTS3 Codes for GB (Numbers + Letters)  
02.06.2019 07:15:36  BAIS INTERFACE  Execute: Update NUTS3 Codes for GB (only Numbers)  
02.06.2019 07:15:36  BAIS INTERFACE  Execute: Update NUTS3 Codes for all Others (Numbers + Letters)  
02.06.2019 07:15:40  BAIS INTERFACE  Execute: Update NUTS3 Codes for all others (only Numbers)  
02.06.2019 07:15:51  BAIS INTERFACE  Execute: Update NUTS3 Codes for IE (first 3 digits)  
02.06.2019 07:15:51  BAIS INTERFACE  Execute: Truncate Table GL_ACCOUNTS_BAIS  
02.06.2019 07:15:51  BAIS INTERFACE  Execute: Insert all GL Accounts from BAIS Table:GSTBIF in GL_ACCOUNTS_BAIS  
03.06.2019 06:45:24  ODAS  Locate the ODAS Current and Temp Directory...  
03.06.2019 06:45:24  ODAS  ODAS Directories - Current: \\ccb-bde\ODAS\REPORT\ - Temporary: \\CCB-PSTOOL\Apps\PS TOOL DX File Imports\OdasImport  
03.06.2019 06:45:24  ODAS  Create Temporary Table: ODASFilesTemp  
03.06.2019 06:45:24  ODAS  Insert ODAS File in Table: ODASFilesTemp  
03.06.2019 06:45:27  ODAS  Create Temporary Table: ODAS FILES  
03.06.2019 06:45:27  ODAS  Insert in Table: ODAS FILES from Table: ODASFilesTemp  
03.06.2019 06:45:27  ODAS  Delete from Table: ODAS FILES where FileName < Last Odas Import File: 20190601  
03.06.2019 06:45:27  ODAS  Select the next ODAS File for Import  
03.06.2019 06:45:27  ODAS  Next ODAS File for Import: 20190602  
03.06.2019 06:45:28  ODAS  Delete from ODAS FILES the File: 20190602  
03.06.2019 06:45:29  ODAS  ODAS File for Import:   20190602 is ready  
03.06.2019 06:45:29  ODAS  Starting the ODAS Import procedures...  
03.06.2019 06:45:29  ODAS  Procedure:INTEREST RATE RISK - Starting Procedure: INTEREST RATE RISK  INTEREST RATE RISK
03.06.2019 06:45:29  ODAS  Procedure:INTEREST RATE RISK - Import File:int_rate_risk_all-en.xls...Please wait...  INTEREST RATE RISK
03.06.2019 06:45:36  ODAS  Procedure:INTEREST RATE RISK - Changing Column Names-(J9=CURRENCY)-(U9=DATA DATE)-(V9=RISK DATE)  INTEREST RATE RISK
03.06.2019 06:45:36  ODAS  Procedure:INTEREST RATE RISK - Defined RiskDate  20190602  INTEREST RATE RISK
03.06.2019 06:45:36  ODAS  Procedure:INTEREST RATE RISK - Delete Same data  INTEREST RATE RISK
03.06.2019 06:45:38  ODAS  Procedure:INTEREST RATE RISK - Create temporary Table: #Temp_IMPORT_RATERISK_DETAILS  INTEREST RATE RISK
03.06.2019 06:45:38  ODAS  Procedure:INTEREST RATE RISK - Import Data from Excel Sheet where CURRENCY is not NULL  INTEREST RATE RISK
03.06.2019 06:45:41  ODAS  Procedure:INTEREST RATE RISK - 482 rows imported in #Temp_IMPORT_RATERISK_DETAILS  INTEREST RATE RISK
03.06.2019 06:45:41  ODAS  Procedure:INTEREST RATE RISK - Import New Contracts/Accounts to Table:ALL_CONTRACTS_ACCOUNTS  INTEREST RATE RISK
03.06.2019 06:45:42  ODAS  Procedure:INTEREST RATE RISK - RATERISK DETAILS imported sucessfully  INTEREST RATE RISK
03.06.2019 06:45:42  ODAS  Procedure:INTEREST RATE RISK - Insert Data in Table RATERISK DETAILS ALL DATA  INTEREST RATE RISK
03.06.2019 06:45:42  ODAS  Procedure:INTEREST RATE RISK - Table:[RATERISK DETAILS ALL DATA] Set correct PERIOD to all contracts based on the Next Event Date for: 02.06.2019  INTEREST RATE RISK
03.06.2019 06:45:42  ODAS  Import procedure: INTEREST RATE RISK is finished sucesfully  INTEREST RATE RISK
03.06.2019 06:45:42  ODAS  +++Import procedure: ACCRUED INTEREST ANALYSIS ist not Valid+++  IMPORT ACCRUED INTEREST ANALYSIS
03.06.2019 06:45:42  ODAS  Procedure:FINRECON DETAILS - Start import procedure:FINRECON DETAILS  FINRECON DETAILS
03.06.2019 06:45:42  ODAS  Procedure:FINRECON DETAILS - Import:finrecon_dtl-en.xls...Please wait...  FINRECON DETAILS
03.06.2019 06:45:51  ODAS  Procedure:FINRECON DETAILS - Create Temporary Table  FINRECON DETAILS
03.06.2019 06:45:51  ODAS  Procedure:FINRECON DETAILS - Insert Data from Excel File to Temporary Table  FINRECON DETAILS
03.06.2019 06:45:53  ODAS  Procedure:FINRECON DETAILS - Delete data from Temporary Table where Source_System is NULL  FINRECON DETAILS
03.06.2019 06:45:53  ODAS  Procedure:FINRECON DETAILS - Count Imported rows from Excel File  FINRECON DETAILS
03.06.2019 06:45:53  ODAS  Procedure:FINRECON DETAILS - 959 rows imported in #Temp_FINRECON_NG  FINRECON DETAILS
03.06.2019 06:45:53  ODAS  Procedure:FINRECON DETAILS - FINANCIAL RECONCILIATION DETAILS imported in Temporary Table  FINRECON DETAILS
03.06.2019 06:45:53  ODAS  Procedure:FINRECON DETAILS - Delete Current Data from FINRECON for 02.06.2019  FINRECON DETAILS
03.06.2019 06:45:58  ODAS  Procedure:FINRECON DETAILS - Check if Data are allready imported for the specific Date  FINRECON DETAILS
03.06.2019 06:45:58  ODAS  Procedure:FINRECON DETAILS - Insert into FINRECON_NG  FINRECON DETAILS
03.06.2019 06:45:58  ODAS  Procedure:FINRECON-UPDATE DATA - Start SEVERAL SELECTIONS/FINRECON_DATA_UPDATE  FINRECON-UPDATE DATA
03.06.2019 06:45:58  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update Contract Clear in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:45:59  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update New Generation GL Accounts in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:45:59  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update Amount_ID_Description in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:45:59  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update Industrial_Classification_Local where starts with  678 in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:00  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update ClientType in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:00  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET Contract_Nr=NULL,Contract_Nr_Clear=NULL where Contract_Nr is Nothing in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:00  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET Specific Columns to 0 if they are NULL in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:00  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET CashFlow_Mark in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:01  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET Remaining Months/Years to Maturity in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:02  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET Remaining Days to Event in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:02  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET Product Type Definition in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:02  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : SET IS_Code Description in FINRECON  FINRECON-UPDATE DATA
03.06.2019 06:46:03  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update Contract Types Definitions for specific Contract Types  FINRECON-UPDATE DATA
03.06.2019 06:46:03  ODAS  Procedure:FINRECON-UPDATE DATA - Execute SQL Commands in : Update Specific Client Name  FINRECON-UPDATE DATA
03.06.2019 06:46:04  ODAS  Procedure:FINRECON-AWVz14z15 - Start SEVERAL SELECTIONS - FINRECON - AWVz14z15  FINRECON-AWVz14z15
03.06.2019 06:46:04  ODAS  Procedure:FINRECON-AWVz14z15 - Execute SQL Commands in : FINRECON_AWVz14z15  FINRECON-AWVz14z15
03.06.2019 06:46:06  ODAS  Procedure:FINRECON PROFIT+LOSS - Start SEVERAL SELECTIONS - FINRECON - FINRECON PROFT +LOSS  FINRECON PROFIT+LOSS
03.06.2019 06:46:06  ODAS  Procedure:FINRECON PROFIT+LOSS - Execute SQL Commands in : FINRECON_PROFIT_LOSS  FINRECON PROFIT+LOSS
03.06.2019 06:46:07  ODAS  Procedure:FINRECON - ACCRUED INTEREST ANALYSIS - Start SEVERAL SELECTIONS - FINRECON - ACCRUED INTEREST ANALYSIS  FINRECON - ACCRUED INTEREST ANALYSIS
03.06.2019 06:46:07  ODAS  Procedure:FINRECON - ACCRUED INTEREST ANALYSIS - Execute SQL Commands in : Delete from ACCRUED ANALYSIS  FINRECON - ACCRUED INTEREST ANALYSIS
03.06.2019 06:46:08  ODAS  Procedure:FINRECON - ACCRUED INTEREST ANALYSIS - Execute SQL Commands in : Insert Assets and Liabilities (except INTEREST RATE SWAP and SECURITIES)  FINRECON - ACCRUED INTEREST ANALYSIS
